location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million
Afghanistan,AFG,2021-04-01,,,,,3000,,,,77
Afghanistan,AFG,2021-04-02,,,,,3000,,,,77
Afghanistan,AFG,2021-04-03,,,,,3000,,,,77
Afghanistan,AFG,2021-04-04,,,,,3000,,,,77
Afghanistan,AFG,2021-04-05,,,,,3000,,,,77
Afghanistan,AFG,2021-04-06,,,,,3000,,,,77
Afghanistan,AFG,2021-04-07,120000,120000,,,3000,0.31,0.31,,77
Afghanistan,AFG,2021-04-08,,,,,3714,,,,95
Afghanistan,AFG,2021-04-09,,,,,4429,,,,114
Afghanistan,AFG,2021-04-10,,,,,5143,,,,132
Afghanistan,AFG,2021-04-11,,,,,5857,,,,150
Afghanistan,AFG,2021-04-12,,,,,6571,,,,169
Afghanistan,AFG,2021-04-13,,,,,7286,,,,187
Afghanistan,AFG,2021-04-14,,,,,8000,,,,206
Afghanistan,AFG,2021-04-15,,,,,8000,,,,206
Afghanistan,AFG,2021-04-16,,,,,8000,,,,206
Afghanistan,AFG,2021-04-17,,,,,8000,,,,206
Afghanistan,AFG,2021-04-18,,,,,8000,,,,206
Afghanistan,AFG,2021-04-19,,,,,8000,,,,206
Afghanistan,AFG,2021-04-20,,,,,8000,,,,206
Afghanistan,AFG,2021-04-21,,,,,8000,,,,206
Afghanistan,AFG,2021-04-22,240000,240000,,,8000,0.62,0.62,,206
Afghanistan,AFG,2021-04-23,,,,,8846,,,,227
Afghanistan,AFG,2021-04-24,,,,,9692,,,,249
Afghanistan,AFG,2021-04-25,,,,,10538,,,,271
Afghanistan,AFG,2021-04-26,,,,,11384,,,,292
Afghanistan,AFG,2021-04-27,,,,,12229,,,,314
Afghanistan,AFG,2021-04-28,,,,,13075,,,,336
Afghanistan,AFG,2021-04-29,,,,,13921,,,,358
Afghanistan,AFG,2021-04-30,,,,,13921,,,,358
Afghanistan,AFG,2021-05-01,,,,,13921,,,,358
Afghanistan,AFG,2021-05-02,,,,,13921,,,,358
Afghanistan,AFG,2021-05-03,,,,,13921,,,,358
Afghanistan,AFG,2021-05-04,,,,,13921,,,,358
Afghanistan,AFG,2021-05-05,,,,,13921,,,,358
Afghanistan,AFG,2021-05-06,,,,,13921,,,,358
Afghanistan,AFG,2021-05-07,,,,,13921,,,,358
Afghanistan,AFG,2021-05-08,,,,,13921,,,,358
Afghanistan,AFG,2021-05-09,,,,,13921,,,,358
Afghanistan,AFG,2021-05-10,,,,,13921,,,,358
Afghanistan,AFG,2021-05-11,504502,448878,55624,,13921,1.3,1.15,0.14,358
Afghanistan,AFG,2021-05-12,,,,,12621,,,,324
Afghanistan,AFG,2021-05-13,,,,,11321,,,,291
Afghanistan,AFG,2021-05-14,,,,,10022,,,,257
Afghanistan,AFG,2021-05-15,,,,,8722,,,,224
Afghanistan,AFG,2021-05-16,,,,,7422,,,,191
Afghanistan,AFG,2021-05-17,,,,,6122,,,,157
Afghanistan,AFG,2021-05-18,,,,,4822,,,,124
Afghanistan,AFG,2021-05-19,,,,,4822,,,,124
Afghanistan,AFG,2021-05-20,547901,470341,77560,,4822,1.41,1.21,0.2,124
Afghanistan,AFG,2021-05-21,,,,,5040,,,,129
Afghanistan,AFG,2021-05-22,,,,,5257,,,,135
Afghanistan,AFG,2021-05-23,,,,,5474,,,,141
Afghanistan,AFG,2021-05-24,573277,476367,96910,,5692,1.47,1.22,0.25,146
Afghanistan,AFG,2021-05-25,,,,,6230,,,,160
Afghanistan,AFG,2021-05-26,590454,479372,111082,,6768,1.52,1.23,0.29,174
Afghanistan,AFG,2021-05-27,593313,479574,113739,2859,6487,1.52,1.23,0.29,167
Afghanistan,AFG,2021-05-28,,,,,5907,,,,152
Afghanistan,AFG,2021-05-29,,,,,5326,,,,137
Afghanistan,AFG,2021-05-30,600152,480226,119926,,4746,1.54,1.23,0.31,122
Afghanistan,AFG,2021-05-31,,,,,5084,,,,131
Afghanistan,AFG,2021-06-01,,,,,5102,,,,131
Afghanistan,AFG,2021-06-02,626290,481690,144600,,5119,1.61,1.24,0.37,131
Afghanistan,AFG,2021-06-03,630305,481800,148505,4015,5285,1.62,1.24,0.38,136
Africa,OWID_AFR,2021-01-09,0,0,,,,0.0,0.0,,
Africa,OWID_AFR,2021-01-10,,,,,500,,,,0
Africa,OWID_AFR,2021-01-11,,,,,500,,,,0
Africa,OWID_AFR,2021-01-12,,,,,500,,,,0
Africa,OWID_AFR,2021-01-13,2000,2000,,,500,0.0,0.0,,0
Africa,OWID_AFR,2021-01-14,,,,,600,,,,0
Africa,OWID_AFR,2021-01-15,4000,4000,,,667,0.0,0.0,,0
Africa,OWID_AFR,2021-01-16,7000,7000,,3000,1000,0.0,0.0,,1
Africa,OWID_AFR,2021-01-17,,,,,1118,,,,1
Africa,OWID_AFR,2021-01-18,,,,,1236,,,,1
Africa,OWID_AFR,2021-01-19,10976,10976,,,1354,0.0,0.0,,1
Africa,OWID_AFR,2021-01-20,13163,13163,,2187,1595,0.0,0.0,,1
Africa,OWID_AFR,2021-01-21,,,,,1718,,,,1
Africa,OWID_AFR,2021-01-22,16890,16890,,,1841,0.0,0.0,,1
Africa,OWID_AFR,2021-01-23,18353,18353,,1463,1622,0.0,0.0,,1
Africa,OWID_AFR,2021-01-24,18353,18353,,0,1433,0.0,0.0,,1
Africa,OWID_AFR,2021-01-25,19889,19889,,1536,1463,0.0,0.0,,1
Africa,OWID_AFR,2021-01-26,22712,22712,,2823,1677,0.0,0.0,,1
Africa,OWID_AFR,2021-01-27,25587,25587,,2875,1775,0.0,0.0,,1
Africa,OWID_AFR,2021-01-28,28779,28779,,3192,1965,0.0,0.0,,1
Africa,OWID_AFR,2021-01-29,30861,30861,,2082,1996,0.0,0.0,,1
Africa,OWID_AFR,2021-01-30,122206,32206,,91345,14836,0.01,0.0,,11
Africa,OWID_AFR,2021-01-31,158206,32206,,36000,19979,0.01,0.0,,15
Africa,OWID_AFR,2021-02-01,236712,36631,,78506,30975,0.02,0.0,,23
Africa,OWID_AFR,2021-02-02,295127,37836,,58415,38916,0.02,0.0,,29
Africa,OWID_AFR,2021-02-03,347149,38746,5,52022,45937,0.03,0.0,0.0,34
Africa,OWID_AFR,2021-02-04,390474,38746,5,43325,51671,0.03,0.0,0.0,39
Africa,OWID_AFR,2021-02-05,446986,38746,5,56512,59446,0.03,0.0,0.0,44
Africa,OWID_AFR,2021-02-06,504800,39248,1586,57814,54656,0.04,0.0,0.0,41
Africa,OWID_AFR,2021-02-07,,,,,55849,,,,42
Africa,OWID_AFR,2021-02-08,593502,39373,3980,,50970,0.04,0.0,0.0,38
Africa,OWID_AFR,2021-02-09,661263,39382,6700,67761,52305,0.05,0.0,0.0,39
Africa,OWID_AFR,2021-02-10,795836,39385,10335,134573,64098,0.06,0.0,0.0,48
Africa,OWID_AFR,2021-02-11,908796,39611,13867,112960,74046,0.07,0.0,0.0,55
Africa,OWID_AFR,2021-02-12,1165581,39611,13867,256785,102656,0.09,0.0,0.0,77
Africa,OWID_AFR,2021-02-13,1446178,43458,14181,280597,134483,0.11,0.0,0.0,100
Africa,OWID_AFR,2021-02-14,,,,,151062,,,,113
Africa,OWID_AFR,2021-02-15,1766999,43467,16441,,167642,0.13,0.0,0.0,125
Africa,OWID_AFR,2021-02-16,1965819,43474,18176,198820,186365,0.15,0.0,0.0,139
Africa,OWID_AFR,2021-02-17,2147659,47134,19512,181840,193118,0.16,0.0,0.0,144
Africa,OWID_AFR,2021-02-18,2303964,50176,22925,156305,199310,0.17,0.0,0.0,149
Africa,OWID_AFR,2021-02-19,2513999,2487533,32990,210035,192631,0.19,0.19,0.0,144
Africa,OWID_AFR,2021-02-20,2616931,2581856,45489,102932,167250,0.2,0.19,0.0,125
Africa,OWID_AFR,2021-02-21,2622421,2587346,50463,5490,145119,0.2,0.19,0.0,108
Africa,OWID_AFR,2021-02-22,2745898,2700632,68325,123477,139843,0.2,0.2,0.01,104
Africa,OWID_AFR,2021-02-23,2854362,2799750,86927,108464,126935,0.21,0.21,0.01,95
Africa,OWID_AFR,2021-02-24,3153546,3092856,102499,299184,143698,0.24,0.23,0.01,107
Africa,OWID_AFR,2021-02-25,3434869,3367724,119792,281323,161558,0.26,0.25,0.01,121
Africa,OWID_AFR,2021-02-26,3677524,3557568,183604,242655,166218,0.27,0.27,0.01,124
Africa,OWID_AFR,2021-02-27,3866267,3680812,252758,188743,178477,0.29,0.27,0.02,133
Africa,OWID_AFR,2021-02-28,3873994,3688539,255982,7727,178796,0.29,0.28,0.02,133
Africa,OWID_AFR,2021-03-01,4091848,3834638,330257,217854,192279,0.31,0.29,0.02,143
Africa,OWID_AFR,2021-03-02,4252773,3934686,394124,160925,199773,0.32,0.29,0.03,149
Africa,OWID_AFR,2021-03-03,4424168,4038877,468861,171395,181517,0.33,0.3,0.03,135
Africa,OWID_AFR,2021-03-04,4570159,4132507,529681,145991,162184,0.34,0.31,0.04,121
Africa,OWID_AFR,2021-03-05,4808230,4283668,624742,238071,161529,0.36,0.32,0.05,120
Africa,OWID_AFR,2021-03-06,5013197,4409635,705135,204967,163847,0.37,0.33,0.05,122
Africa,OWID_AFR,2021-03-07,5053898,4450336,705135,40701,168558,0.38,0.33,0.05,126
Africa,OWID_AFR,2021-03-08,5402174,4724256,779759,348276,187189,0.4,0.35,0.06,140
Africa,OWID_AFR,2021-03-09,5542597,4798917,850734,140423,184261,0.41,0.36,0.06,137
Africa,OWID_AFR,2021-03-10,5882799,5001631,1010055,340202,208376,0.44,0.37,0.08,155
Africa,OWID_AFR,2021-03-11,6071207,5072092,1137129,188408,214435,0.45,0.38,0.08,160
Africa,OWID_AFR,2021-03-12,6381226,5129231,1397210,310019,224714,0.48,0.38,0.1,168
Africa,OWID_AFR,2021-03-13,6784874,5286100,1644318,403648,253097,0.51,0.39,0.12,189
Africa,OWID_AFR,2021-03-14,6801397,5302623,1644318,16523,249643,0.51,0.4,0.12,186
Africa,OWID_AFR,2021-03-15,7194432,5399518,1942667,393035,256037,0.54,0.4,0.14,191
Africa,OWID_AFR,2021-03-16,7429911,5440673,2146524,235479,269616,0.55,0.41,0.16,201
Africa,OWID_AFR,2021-03-17,7631610,5487287,2312736,201699,249830,0.57,0.41,0.17,186
Africa,OWID_AFR,2021-03-18,7819050,5674476,2321849,187440,249692,0.58,0.42,0.17,186
Africa,OWID_AFR,2021-03-19,8101883,5746305,2563824,282833,245808,0.6,0.43,0.19,183
Africa,OWID_AFR,2021-03-20,8194242,5767632,2634856,92359,201338,0.61,0.43,0.2,150
Africa,OWID_AFR,2021-03-21,8215790,5789180,2634856,21548,202056,0.61,0.43,0.2,151
Africa,OWID_AFR,2021-03-22,8338031,5817779,2728498,122241,163371,0.62,0.43,0.2,122
Africa,OWID_AFR,2021-03-23,8484254,5891994,2820695,146223,150620,0.63,0.44,0.21,112
Africa,OWID_AFR,2021-03-24,9420365,6572947,3089404,936111,255536,0.7,0.49,0.23,191
Africa,OWID_AFR,2021-03-25,9708756,6633421,3329642,288391,269958,0.72,0.49,0.25,201
Africa,OWID_AFR,2021-03-26,9977284,6738850,3503614,268528,267914,0.74,0.5,0.26,200
Africa,OWID_AFR,2021-03-27,10303121,6962741,3606163,325837,301268,0.77,0.52,0.27,225
Africa,OWID_AFR,2021-03-28,10561970,7218927,3608826,258849,335169,0.79,0.54,0.27,250
Africa,OWID_AFR,2021-03-29,10774885,7305693,3743035,212915,348122,0.8,0.54,0.28,260
Africa,OWID_AFR,2021-03-30,10971670,7387045,3870510,196785,355345,0.82,0.55,0.29,265
Africa,OWID_AFR,2021-03-31,11475702,7744531,3995049,504032,293620,0.86,0.58,0.3,219
Africa,OWID_AFR,2021-04-01,11729279,7900844,4097537,253577,288646,0.87,0.59,0.31,215
Africa,OWID_AFR,2021-04-02,11883043,7977827,4174318,153764,272251,0.89,0.6,0.31,203
Africa,OWID_AFR,2021-04-03,12018282,8061371,4226013,135239,245023,0.9,0.6,0.32,183
Africa,OWID_AFR,2021-04-04,12082234,8131493,4226289,63952,217181,0.9,0.61,0.32,162
Africa,OWID_AFR,2021-04-05,12235736,8226641,4285890,153502,208693,0.91,0.61,0.32,156
Africa,OWID_AFR,2021-04-06,12575036,8521870,4333474,339300,229052,0.94,0.64,0.32,171
Africa,OWID_AFR,2021-04-07,12960258,8839889,4399278,385222,212079,0.97,0.66,0.33,158
Africa,OWID_AFR,2021-04-08,13697727,9540508,4443032,737469,281207,1.02,0.71,0.33,210
Africa,OWID_AFR,2021-04-09,13852802,9667716,4477593,155075,281394,1.03,0.72,0.33,210
Africa,OWID_AFR,2021-04-10,14012728,9789075,4516916,159926,284921,1.05,0.73,0.34,213
Africa,OWID_AFR,2021-04-11,14162114,9924158,4531219,149386,297126,1.06,0.74,0.34,222
Africa,OWID_AFR,2021-04-12,14271533,10035075,4533119,109419,290828,1.06,0.75,0.34,217
Africa,OWID_AFR,2021-04-13,14370977,10124510,4545964,99444,256563,1.07,0.76,0.34,191
Africa,OWID_AFR,2021-04-14,14732385,10473338,4558759,361408,253161,1.1,0.78,0.34,189
Africa,OWID_AFR,2021-04-15,14856238,10561218,4587643,123853,165502,1.11,0.79,0.34,123
Africa,OWID_AFR,2021-04-16,15083479,10775250,4600852,227241,175811,1.13,0.8,0.34,131
Africa,OWID_AFR,2021-04-17,15381972,11066612,4607983,298493,195606,1.15,0.83,0.34,146
Africa,OWID_AFR,2021-04-18,15949649,11612009,4630263,567677,255362,1.19,0.87,0.35,190
Africa,OWID_AFR,2021-04-19,16165548,11809547,4648624,215899,270574,1.21,0.88,0.35,202
Africa,OWID_AFR,2021-04-20,16331855,11960570,4663908,166307,280125,1.22,0.89,0.35,209
Africa,OWID_AFR,2021-04-21,16544427,12156964,4680086,212572,258863,1.23,0.91,0.35,193
Africa,OWID_AFR,2021-04-22,16648789,12243149,4698263,104362,256079,1.24,0.91,0.35,191
Africa,OWID_AFR,2021-04-23,16834942,12408548,4719017,186153,250209,1.26,0.93,0.35,187
Africa,OWID_AFR,2021-04-24,16889942,12454393,4728172,55000,215424,1.26,0.93,0.35,161
Africa,OWID_AFR,2021-04-25,16969006,12520419,4741210,79064,145622,1.27,0.93,0.35,109
Africa,OWID_AFR,2021-04-26,17068090,12604524,4756189,99084,128935,1.27,0.94,0.35,96
Africa,OWID_AFR,2021-04-27,17236966,12746366,4783223,168876,129302,1.29,0.95,0.36,96
Africa,OWID_AFR,2021-04-28,18296589,13765818,4828924,1059623,250309,1.36,1.03,0.36,187
Africa,OWID_AFR,2021-04-29,18389755,13849934,4847412,93166,248709,1.37,1.03,0.36,186
Africa,OWID_AFR,2021-04-30,18553655,13988176,4883135,163900,245530,1.38,1.04,0.36,183
Africa,OWID_AFR,2021-05-01,18680584,14102884,4896370,126929,255806,1.39,1.05,0.37,191
Africa,OWID_AFR,2021-05-02,18737275,14151044,4904901,56691,252610,1.4,1.06,0.37,188
Africa,OWID_AFR,2021-05-03,18912422,14294358,4947162,175147,263476,1.41,1.07,0.37,197
Africa,OWID_AFR,2021-05-04,19208548,14534060,5027669,296126,281655,1.43,1.08,0.38,210
Africa,OWID_AFR,2021-05-05,19465178,14750881,5082089,256630,166941,1.45,1.1,0.38,125
Africa,OWID_AFR,2021-05-06,19624749,14884557,5107984,159571,176428,1.46,1.11,0.38,132
Africa,OWID_AFR,2021-05-07,20217788,15433666,5166984,593039,237733,1.51,1.15,0.39,177
Africa,OWID_AFR,2021-05-08,20470315,15587003,5265792,252527,255676,1.53,1.16,0.39,191
Africa,OWID_AFR,2021-05-09,21199786,16063514,5518752,729471,351787,1.58,1.2,0.41,262
Africa,OWID_AFR,2021-05-10,21661190,16498949,5557471,461404,392681,1.62,1.23,0.41,293
Africa,OWID_AFR,2021-05-11,22093431,16908219,5599584,432241,412126,1.65,1.26,0.42,307
Africa,OWID_AFR,2021-05-12,23173695,17814971,5789454,1080264,529788,1.73,1.33,0.43,395
Africa,OWID_AFR,2021-05-13,23349124,17978803,5825490,175429,532054,1.74,1.34,0.43,397
Africa,OWID_AFR,2021-05-14,23545234,18121639,5859615,196110,475349,1.76,1.35,0.44,355
Africa,OWID_AFR,2021-05-15,23859320,18358349,5932857,314086,484144,1.78,1.37,0.44,361
Africa,OWID_AFR,2021-05-16,23952448,18441824,5942229,93128,393237,1.79,1.38,0.44,293
Africa,OWID_AFR,2021-05-17,24419413,18824103,6009508,466965,394032,1.82,1.4,0.45,294
Africa,OWID_AFR,2021-05-18,25194315,19412021,6156083,774902,442983,1.88,1.45,0.46,330
Africa,OWID_AFR,2021-05-19,25763252,19824640,6273370,568937,369937,1.92,1.48,0.47,276
Africa,OWID_AFR,2021-05-20,26225248,20159569,6361201,461996,410875,1.96,1.5,0.47,306
Africa,OWID_AFR,2021-05-21,26987320,20591925,6614796,762072,491727,2.01,1.54,0.49,367
Africa,OWID_AFR,2021-05-22,27823506,21500322,6755294,836186,566312,2.08,1.6,0.5,422
Africa,OWID_AFR,2021-05-23,28049976,21697894,6779155,226470,585361,2.09,1.62,0.51,437
Africa,OWID_AFR,2021-05-24,28511478,22076210,6845969,461502,584581,2.13,1.65,0.51,436
Africa,OWID_AFR,2021-05-25,29211869,22573286,7000008,700391,573936,2.18,1.68,0.52,428
Africa,OWID_AFR,2021-05-26,29532070,22768087,7129537,320201,538403,2.2,1.7,0.53,402
Africa,OWID_AFR,2021-05-27,29683971,22896428,7153097,151901,494103,2.21,1.71,0.53,369
Africa,OWID_AFR,2021-05-28,29800379,22964610,7191241,116408,401866,2.22,1.71,0.54,300
Africa,OWID_AFR,2021-05-29,30593669,23504865,7246225,793290,395738,2.28,1.75,0.54,295
Africa,OWID_AFR,2021-05-30,30979265,23758177,7313588,385596,418470,2.31,1.77,0.55,312
Africa,OWID_AFR,2021-05-31,32938883,24567651,8449375,1959618,632486,2.46,1.83,0.63,472
Africa,OWID_AFR,2021-06-01,33739381,25055833,8687075,800498,646787,2.52,1.87,0.65,482
Africa,OWID_AFR,2021-06-02,34237976,25297758,8871280,498595,672272,2.55,1.89,0.66,501
Africa,OWID_AFR,2021-06-03,34703924,25566223,8992170,465948,717136,2.59,1.91,0.67,535
Africa,OWID_AFR,2021-06-04,34954774,25616053,9120459,250850,736342,2.61,1.91,0.68,549
Africa,OWID_AFR,2021-06-05,35238996,25754516,9196564,284222,663618,2.63,1.92,0.69,495
Africa,OWID_AFR,2021-06-06,37722834,28217122,9210910,2483838,963367,2.81,2.1,0.69,719
Africa,OWID_AFR,2021-06-07,38156984,28360673,9494697,434150,745443,2.85,2.12,0.71,556
Albania,ALB,2021-01-10,0,0,,,,0.0,0.0,,
Albania,ALB,2021-01-11,,,,,64,,,,22
Albania,ALB,2021-01-12,128,128,,,64,0.0,0.0,,22
Albania,ALB,2021-01-13,188,188,,60,63,0.01,0.01,,22
Albania,ALB,2021-01-14,266,266,,78,66,0.01,0.01,,23
Albania,ALB,2021-01-15,308,308,,42,62,0.01,0.01,,22
Albania,ALB,2021-01-16,369,369,,61,62,0.01,0.01,,22
Albania,ALB,2021-01-17,405,405,,36,58,0.01,0.01,,20
Albania,ALB,2021-01-18,447,447,,42,55,0.02,0.02,,19
Albania,ALB,2021-01-19,483,483,,36,51,0.02,0.02,,18
Albania,ALB,2021-01-20,519,519,,36,47,0.02,0.02,,16
Albania,ALB,2021-01-21,549,549,,30,40,0.02,0.02,,14
Albania,ALB,2021-01-22,,,,,34,,,,12
Albania,ALB,2021-01-23,,,,,26,,,,9
Albania,ALB,2021-01-24,,,,,21,,,,7
Albania,ALB,2021-01-25,,,,,15,,,,5
Albania,ALB,2021-01-26,,,,,9,,,,3
Albania,ALB,2021-01-27,,,,,4,,,,1
Albania,ALB,2021-01-28,,,,,0,,,,0
Albania,ALB,2021-01-29,,,,,0,,,,0
Albania,ALB,2021-01-30,,,,,0,,,,0
Albania,ALB,2021-01-31,,,,,0,,,,0
Albania,ALB,2021-02-01,,,,,0,,,,0
Albania,ALB,2021-02-02,550,549,1,,0,0.02,0.02,0.0,0
Albania,ALB,2021-02-03,,,,,12,,,,4
Albania,ALB,2021-02-04,,,,,24,,,,8
Albania,ALB,2021-02-05,,,,,35,,,,12
Albania,ALB,2021-02-06,,,,,47,,,,16
Albania,ALB,2021-02-07,,,,,59,,,,21
Albania,ALB,2021-02-08,,,,,71,,,,25
Albania,ALB,2021-02-09,1127,689,438,,82,0.04,0.02,0.02,28
Albania,ALB,2021-02-10,,,,,81,,,,28
Albania,ALB,2021-02-11,,,,,79,,,,27
Albania,ALB,2021-02-12,,,,,78,,,,27
Albania,ALB,2021-02-13,,,,,76,,,,26
Albania,ALB,2021-02-14,,,,,75,,,,26
Albania,ALB,2021-02-15,,,,,73,,,,25
Albania,ALB,2021-02-16,,,,,72,,,,25
Albania,ALB,2021-02-17,1701,1090,611,,72,0.06,0.04,0.02,25
Albania,ALB,2021-02-18,3049,2438,611,1348,254,0.11,0.08,0.02,88
Albania,ALB,2021-02-19,4177,,,1128,405,0.15,,,141
Albania,ALB,2021-02-20,,,,,516,,,,179
Albania,ALB,2021-02-21,,,,,627,,,,218
Albania,ALB,2021-02-22,6728,6073,655,,739,0.23,0.21,0.02,257
Albania,ALB,2021-02-23,,,,,891,,,,310
Albania,ALB,2021-02-24,,,,,1043,,,,362
Albania,ALB,2021-02-25,10135,,,,1012,0.35,,,352
Albania,ALB,2021-02-26,,,,,1000,,,,347
Albania,ALB,2021-02-27,,,,,1027,,,,357
Albania,ALB,2021-02-28,,,,,1054,,,,366
Albania,ALB,2021-03-01,14295,,,,1081,0.5,,,376
Albania,ALB,2021-03-02,,,,,1026,,,,357
Albania,ALB,2021-03-03,15793,,,,971,0.55,,,337
Albania,ALB,2021-03-04,,,,,927,,,,322
Albania,ALB,2021-03-05,,,,,897,,,,312
Albania,ALB,2021-03-06,,,,,867,,,,301
Albania,ALB,2021-03-07,,,,,838,,,,291
Albania,ALB,2021-03-08,,,,,808,,,,281
Albania,ALB,2021-03-09,,,,,820,,,,285
Albania,ALB,2021-03-10,21613,,,,831,0.75,,,289
Albania,ALB,2021-03-11,,,,,857,,,,298
Albania,ALB,2021-03-12,23635,,,,883,0.82,,,307
Albania,ALB,2021-03-13,,,,,1042,,,,362
Albania,ALB,2021-03-14,,,,,1201,,,,417
Albania,ALB,2021-03-15,,,,,1361,,,,473
Albania,ALB,2021-03-16,,,,,1520,,,,528
Albania,ALB,2021-03-17,33369,,,,1679,1.16,,,583
Albania,ALB,2021-03-18,,,,,1960,,,,681
Albania,ALB,2021-03-19,,,,,2240,,,,778
Albania,ALB,2021-03-20,,,,,2386,,,,829
Albania,ALB,2021-03-21,,,,,2533,,,,880
Albania,ALB,2021-03-22,48229,,,,2679,1.68,,,931
Albania,ALB,2021-03-23,51690,,,3461,2895,1.8,,,1006
Albania,ALB,2021-03-24,53992,,,2302,2946,1.88,,,1024
Albania,ALB,2021-03-25,59348,,,5356,3287,2.06,,,1142
Albania,ALB,2021-03-26,62248,,,2900,3276,2.16,,,1138
Albania,ALB,2021-03-27,64075,,,1827,3113,2.23,,,1082
Albania,ALB,2021-03-28,78000,,,13925,4678,2.71,,,1626
Albania,ALB,2021-03-29,,,,,7204,,,,2503
Albania,ALB,2021-03-30,119321,,,,9662,4.15,,,3357
Albania,ALB,2021-03-31,138846,,,19525,12122,4.82,,,4212
Albania,ALB,2021-04-01,155463,,,16617,13731,5.4,,,4771
Albania,ALB,2021-04-02,172486,,,17023,15748,5.99,,,5472
Albania,ALB,2021-04-03,185496,,,13010,17346,6.45,,,6028
Albania,ALB,2021-04-04,192882,,,7386,16412,6.7,,,5703
Albania,ALB,2021-04-05,206708,,,13826,15435,7.18,,,5363
Albania,ALB,2021-04-06,221588,,,14880,14610,7.7,,,5077
Albania,ALB,2021-04-07,232379,,,10791,13362,8.07,,,4643
Albania,ALB,2021-04-08,242542,,,10163,12440,8.43,,,4323
Albania,ALB,2021-04-09,250676,,,8134,11170,8.71,,,3881
Albania,ALB,2021-04-10,256810,,,6134,10188,8.92,,,3540
Albania,ALB,2021-04-11,,,,,9898,,,,3439
Albania,ALB,2021-04-12,267531,,,,8689,9.3,,,3019
Albania,ALB,2021-04-13,281216,,,13685,8518,9.77,,,2960
Albania,ALB,2021-04-14,,,,,8639,,,,3002
Albania,ALB,2021-04-15,304488,,,,8849,10.58,,,3075
Albania,ALB,2021-04-16,314622,,,10134,9135,10.93,,,3174
Albania,ALB,2021-04-17,324840,,,10218,9719,11.29,,,3377
Albania,ALB,2021-04-18,332905,,,8065,10105,11.57,,,3511
Albania,ALB,2021-04-19,345934,,,13029,11200,12.02,,,3892
Albania,ALB,2021-04-20,350000,,,4066,9826,12.16,,,3414
Albania,ALB,2021-04-21,372075,,,22075,11318,12.93,,,3933
Albania,ALB,2021-04-22,382998,,,10923,11216,13.31,,,3897
Albania,ALB,2021-04-23,391351,,,8353,10961,13.6,,,3809
Albania,ALB,2021-04-24,400064,,,8713,10746,13.9,,,3734
Albania,ALB,2021-04-25,,,,,10205,,,,3546
Albania,ALB,2021-04-26,408619,,,,8955,14.2,,,3112
