location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million
Afghanistan,AFG,2021-04-01,,,,,3000,,,,77
Afghanistan,AFG,2021-04-02,,,,,3000,,,,77
Afghanistan,AFG,2021-04-03,,,,,3000,,,,77
Afghanistan,AFG,2021-04-04,,,,,3000,,,,77
Afghanistan,AFG,2021-04-05,,,,,3000,,,,77
Afghanistan,AFG,2021-04-06,,,,,3000,,,,77
Afghanistan,AFG,2021-04-07,120000,120000,,,3000,0.31,0.31,,77
Afghanistan,AFG,2021-04-08,,,,,3714,,,,95
Afghanistan,AFG,2021-04-09,,,,,4429,,,,114
Afghanistan,AFG,2021-04-10,,,,,5143,,,,132
Afghanistan,AFG,2021-04-11,,,,,5857,,,,150
Afghanistan,AFG,2021-04-12,,,,,6571,,,,169
Afghanistan,AFG,2021-04-13,,,,,7286,,,,187
Afghanistan,AFG,2021-04-14,,,,,8000,,,,206
Afghanistan,AFG,2021-04-15,,,,,8000,,,,206
Afghanistan,AFG,2021-04-16,,,,,8000,,,,206
Afghanistan,AFG,2021-04-17,,,,,8000,,,,206
Afghanistan,AFG,2021-04-18,,,,,8000,,,,206
Afghanistan,AFG,2021-04-19,,,,,8000,,,,206
Afghanistan,AFG,2021-04-20,,,,,8000,,,,206
Afghanistan,AFG,2021-04-21,,,,,8000,,,,206
Afghanistan,AFG,2021-04-22,240000,240000,,,8000,0.62,0.62,,206
Afghanistan,AFG,2021-04-23,,,,,8846,,,,227
Afghanistan,AFG,2021-04-24,,,,,9692,,,,249
Afghanistan,AFG,2021-04-25,,,,,10538,,,,271
Afghanistan,AFG,2021-04-26,,,,,11384,,,,292
Afghanistan,AFG,2021-04-27,,,,,12229,,,,314
Afghanistan,AFG,2021-04-28,,,,,13075,,,,336
Afghanistan,AFG,2021-04-29,,,,,13921,,,,358
Afghanistan,AFG,2021-04-30,,,,,13921,,,,358
Afghanistan,AFG,2021-05-01,,,,,13921,,,,358
Afghanistan,AFG,2021-05-02,,,,,13921,,,,358
Afghanistan,AFG,2021-05-03,,,,,13921,,,,358
Afghanistan,AFG,2021-05-04,,,,,13921,,,,358
Afghanistan,AFG,2021-05-05,,,,,13921,,,,358
Afghanistan,AFG,2021-05-06,,,,,13921,,,,358
Afghanistan,AFG,2021-05-07,,,,,13921,,,,358
Afghanistan,AFG,2021-05-08,,,,,13921,,,,358
Afghanistan,AFG,2021-05-09,,,,,13921,,,,358
Afghanistan,AFG,2021-05-10,,,,,13921,,,,358
Afghanistan,AFG,2021-05-11,504502,448878,55624,,13921,1.3,1.15,0.14,358
Africa,OWID_AFR,2021-01-09,0,0,,,,0.0,0.0,,
Africa,OWID_AFR,2021-01-10,,,,,500,,,,0
Africa,OWID_AFR,2021-01-11,,,,,500,,,,0
Africa,OWID_AFR,2021-01-12,,,,,500,,,,0
Africa,OWID_AFR,2021-01-13,2000,2000,,,500,0.0,0.0,,0
Africa,OWID_AFR,2021-01-14,,,,,600,,,,0
Africa,OWID_AFR,2021-01-15,4000,4000,,,667,0.0,0.0,,0
Africa,OWID_AFR,2021-01-16,7000,7000,,3000,1000,0.0,0.0,,1
Africa,OWID_AFR,2021-01-17,,,,,1118,,,,1
Africa,OWID_AFR,2021-01-18,,,,,1236,,,,1
Africa,OWID_AFR,2021-01-19,10976,10976,,,1354,0.0,0.0,,1
Africa,OWID_AFR,2021-01-20,13163,13163,,2187,1595,0.0,0.0,,1
Africa,OWID_AFR,2021-01-21,,,,,1718,,,,1
Africa,OWID_AFR,2021-01-22,16890,16890,,,1841,0.0,0.0,,1
Africa,OWID_AFR,2021-01-23,18353,18353,,1463,1622,0.0,0.0,,1
Africa,OWID_AFR,2021-01-24,18353,18353,,0,1433,0.0,0.0,,1
Africa,OWID_AFR,2021-01-25,19889,19889,,1536,1463,0.0,0.0,,1
Africa,OWID_AFR,2021-01-26,22712,22712,,2823,1677,0.0,0.0,,1
Africa,OWID_AFR,2021-01-27,25587,25587,,2875,1775,0.0,0.0,,1
Africa,OWID_AFR,2021-01-28,28779,28779,,3192,1965,0.0,0.0,,1
Africa,OWID_AFR,2021-01-29,30861,30861,,2082,1996,0.0,0.0,,1
Africa,OWID_AFR,2021-01-30,122206,32176,,91345,14836,0.01,0.0,,11
Africa,OWID_AFR,2021-01-31,158206,32176,,36000,19979,0.01,0.0,,15
Africa,OWID_AFR,2021-02-01,236712,36601,,78506,30975,0.02,0.0,,23
Africa,OWID_AFR,2021-02-02,295127,37806,,58415,38916,0.02,0.0,,29
Africa,OWID_AFR,2021-02-03,347149,38716,5,52022,45937,0.03,0.0,0.0,34
Africa,OWID_AFR,2021-02-04,390474,38716,5,43325,51671,0.03,0.0,0.0,39
Africa,OWID_AFR,2021-02-05,446986,38716,5,56512,59446,0.03,0.0,0.0,44
Africa,OWID_AFR,2021-02-06,504800,39218,1586,57814,54656,0.04,0.0,0.0,41
Africa,OWID_AFR,2021-02-07,,,,,55849,,,,42
Africa,OWID_AFR,2021-02-08,593502,39343,3980,,50970,0.04,0.0,0.0,38
Africa,OWID_AFR,2021-02-09,661263,39352,6700,67761,52305,0.05,0.0,0.0,39
Africa,OWID_AFR,2021-02-10,795836,39355,10335,134573,64098,0.06,0.0,0.0,48
Africa,OWID_AFR,2021-02-11,908796,39581,13867,112960,74046,0.07,0.0,0.0,55
Africa,OWID_AFR,2021-02-12,1165581,39581,13867,256785,102656,0.09,0.0,0.0,77
Africa,OWID_AFR,2021-02-13,1446178,43428,14181,280597,134483,0.11,0.0,0.0,100
Africa,OWID_AFR,2021-02-14,,,,,151062,,,,113
Africa,OWID_AFR,2021-02-15,1766999,43437,16441,,167642,0.13,0.0,0.0,125
Africa,OWID_AFR,2021-02-16,1965819,43444,18176,198820,186365,0.15,0.0,0.0,139
Africa,OWID_AFR,2021-02-17,2147659,47104,19512,181840,193118,0.16,0.0,0.0,144
Africa,OWID_AFR,2021-02-18,2303964,50146,22925,156305,199310,0.17,0.0,0.0,149
Africa,OWID_AFR,2021-02-19,2513999,2412533,32990,210035,192631,0.19,0.18,0.0,144
Africa,OWID_AFR,2021-02-20,2616931,2506856,45489,102932,167250,0.2,0.19,0.0,125
Africa,OWID_AFR,2021-02-21,2622421,2512346,50463,5490,145119,0.2,0.19,0.0,108
Africa,OWID_AFR,2021-02-22,2745898,2625632,68325,123477,139843,0.2,0.2,0.01,104
Africa,OWID_AFR,2021-02-23,2854362,2724750,86927,108464,126935,0.21,0.2,0.01,95
Africa,OWID_AFR,2021-02-24,3153546,3017856,102499,299184,143698,0.24,0.23,0.01,107
Africa,OWID_AFR,2021-02-25,3434869,3292724,119792,281323,161558,0.26,0.25,0.01,121
Africa,OWID_AFR,2021-02-26,3677524,3482568,183604,242655,166218,0.27,0.26,0.01,124
Africa,OWID_AFR,2021-02-27,3866267,3605812,252758,188743,178477,0.29,0.27,0.02,133
Africa,OWID_AFR,2021-02-28,3873994,3613539,255982,7727,178796,0.29,0.27,0.02,133
Africa,OWID_AFR,2021-03-01,4091848,3759638,330257,217854,192279,0.31,0.28,0.02,143
Africa,OWID_AFR,2021-03-02,4252773,3859686,394124,160925,199773,0.32,0.29,0.03,149
Africa,OWID_AFR,2021-03-03,4424168,3963877,468861,171395,181517,0.33,0.3,0.03,135
Africa,OWID_AFR,2021-03-04,4570159,4057507,529681,145991,162184,0.34,0.3,0.04,121
Africa,OWID_AFR,2021-03-05,4808230,4208668,624742,238071,161529,0.36,0.31,0.05,120
Africa,OWID_AFR,2021-03-06,5013197,4334635,705135,204967,163847,0.37,0.32,0.05,122
Africa,OWID_AFR,2021-03-07,5053898,4375336,705135,40701,168558,0.38,0.33,0.05,126
Africa,OWID_AFR,2021-03-08,5402174,4649256,779759,348276,187189,0.4,0.35,0.06,140
Africa,OWID_AFR,2021-03-09,5542597,4723917,850734,140423,184261,0.41,0.35,0.06,137
Africa,OWID_AFR,2021-03-10,5882799,4926631,1010055,340202,208376,0.44,0.37,0.08,155
Africa,OWID_AFR,2021-03-11,6071207,4997092,1137129,188408,214435,0.45,0.37,0.08,160
Africa,OWID_AFR,2021-03-12,6381226,5054231,1397210,310019,224714,0.48,0.38,0.1,168
Africa,OWID_AFR,2021-03-13,6784874,5211100,1644318,403648,253097,0.51,0.39,0.12,189
Africa,OWID_AFR,2021-03-14,6801397,5227623,1644318,16523,249643,0.51,0.39,0.12,186
Africa,OWID_AFR,2021-03-15,7194432,5324518,1942667,393035,256037,0.54,0.4,0.14,191
Africa,OWID_AFR,2021-03-16,7429911,5365673,2146524,235479,269616,0.55,0.4,0.16,201
Africa,OWID_AFR,2021-03-17,7631610,5412287,2312736,201699,249830,0.57,0.4,0.17,186
Africa,OWID_AFR,2021-03-18,7819050,5599476,2321849,187440,249692,0.58,0.42,0.17,186
Africa,OWID_AFR,2021-03-19,8101883,5671305,2563824,282833,245808,0.6,0.42,0.19,183
Africa,OWID_AFR,2021-03-20,8194242,5692632,2634856,92359,201338,0.61,0.42,0.2,150
Africa,OWID_AFR,2021-03-21,8215790,5714180,2634856,21548,202056,0.61,0.43,0.2,151
Africa,OWID_AFR,2021-03-22,8338031,5742779,2728498,122241,163371,0.62,0.43,0.2,122
Africa,OWID_AFR,2021-03-23,8484254,5816994,2820695,146223,150620,0.63,0.43,0.21,112
Africa,OWID_AFR,2021-03-24,9420365,6497947,3089404,936111,255536,0.7,0.48,0.23,191
Africa,OWID_AFR,2021-03-25,9707955,6557623,3329639,287590,269844,0.72,0.49,0.25,201
Africa,OWID_AFR,2021-03-26,9976483,6663052,3503611,268528,267800,0.74,0.5,0.26,200
Africa,OWID_AFR,2021-03-27,10302320,6886943,3606160,325837,301154,0.77,0.51,0.27,225
Africa,OWID_AFR,2021-03-28,10561169,7143129,3608823,258849,335054,0.79,0.53,0.27,250
Africa,OWID_AFR,2021-03-29,10774084,7229895,3743032,212915,348008,0.8,0.54,0.28,260
Africa,OWID_AFR,2021-03-30,10970869,7311247,3870507,196785,355231,0.82,0.55,0.29,265
Africa,OWID_AFR,2021-03-31,11474901,7668733,3995046,504032,293505,0.86,0.57,0.3,219
Africa,OWID_AFR,2021-04-01,11728478,7825046,4097534,253577,288646,0.87,0.58,0.31,215
Africa,OWID_AFR,2021-04-02,11882242,7902029,4174315,153764,272251,0.89,0.59,0.31,203
Africa,OWID_AFR,2021-04-03,12017481,7985573,4226010,135239,245023,0.9,0.6,0.32,183
Africa,OWID_AFR,2021-04-04,12081433,8055695,4226286,63952,217181,0.9,0.6,0.32,162
Africa,OWID_AFR,2021-04-05,12234935,8150843,4285887,153502,208693,0.91,0.61,0.32,156
Africa,OWID_AFR,2021-04-06,12574235,8446072,4333471,339300,229052,0.94,0.63,0.32,171
Africa,OWID_AFR,2021-04-07,12963445,8768079,4399275,389210,212649,0.97,0.65,0.33,159
Africa,OWID_AFR,2021-04-08,13701786,9039570,4443029,738341,281901,1.02,0.67,0.33,210
Africa,OWID_AFR,2021-04-09,13856980,9166897,4477590,155194,282105,1.03,0.68,0.33,210
Africa,OWID_AFR,2021-04-10,14019958,9291308,4516913,162978,286068,1.05,0.69,0.34,213
Africa,OWID_AFR,2021-04-11,14169676,9426723,4531216,149718,298320,1.06,0.7,0.34,223
Africa,OWID_AFR,2021-04-12,14279208,9537753,4533116,109532,292039,1.07,0.71,0.34,218
Africa,OWID_AFR,2021-04-13,14378656,9627192,4545961,99448,257774,1.07,0.72,0.34,192
Africa,OWID_AFR,2021-04-14,14739080,9975103,4558689,360424,253662,1.1,0.74,0.34,189
Africa,OWID_AFR,2021-04-15,14865238,10065288,4587573,126158,166207,1.11,0.75,0.34,124
Africa,OWID_AFR,2021-04-16,15093474,10280248,4600849,228236,176642,1.13,0.77,0.34,132
Africa,OWID_AFR,2021-04-17,15391967,10571610,4607980,298493,196001,1.15,0.79,0.34,146
Africa,OWID_AFR,2021-04-18,15981867,11139230,4630260,589900,258884,1.19,0.83,0.35,193
Africa,OWID_AFR,2021-04-19,16206708,11345710,4648621,224841,275357,1.21,0.85,0.35,205
Africa,OWID_AFR,2021-04-20,16378751,11502469,4663905,172043,285728,1.22,0.86,0.35,213
Africa,OWID_AFR,2021-04-21,16594841,11702381,4680083,216090,265109,1.24,0.87,0.35,198
Africa,OWID_AFR,2021-04-22,16702044,11791407,4698260,107203,262401,1.25,0.88,0.35,196
Africa,OWID_AFR,2021-04-23,16891237,11959846,4719014,189193,256823,1.26,0.89,0.35,192
Africa,OWID_AFR,2021-04-24,16951366,12010820,4728169,60129,222771,1.26,0.9,0.35,166
Africa,OWID_AFR,2021-04-25,17034118,12080534,4741207,82752,150322,1.27,0.9,0.35,112
Africa,OWID_AFR,2021-04-26,17137100,12168537,4756186,102982,132913,1.28,0.91,0.35,99
Africa,OWID_AFR,2021-04-27,17310950,12315353,4783220,173850,133171,1.29,0.92,0.36,99
Africa,OWID_AFR,2021-04-28,18376616,12699363,4828921,1065666,254539,1.37,0.95,0.36,190
Africa,OWID_AFR,2021-04-29,18487987,12768687,4852277,111371,255135,1.38,0.95,0.36,190
Africa,OWID_AFR,2021-04-30,18645755,12890779,4883132,157768,250645,1.39,0.96,0.36,187
Africa,OWID_AFR,2021-05-01,18777602,12990020,4896367,131847,260891,1.4,0.97,0.37,195
Africa,OWID_AFR,2021-05-02,18840985,13038665,4904898,63383,258124,1.41,0.97,0.37,193
Africa,OWID_AFR,2021-05-03,19018613,13157284,4947159,177628,268788,1.42,0.98,0.37,200
Africa,OWID_AFR,2021-05-04,19318131,13374068,5027666,299518,286740,1.44,1.0,0.38,214
Africa,OWID_AFR,2021-05-05,19577624,13572396,5082086,259493,171573,1.46,1.01,0.38,128
Africa,OWID_AFR,2021-05-06,19751025,13698010,5107981,173401,180434,1.47,1.02,0.38,135
Africa,OWID_AFR,2021-05-07,20360619,14213699,5166981,609594,244981,1.52,1.06,0.39,183
Africa,OWID_AFR,2021-05-08,20574220,14374779,5216093,213601,256660,1.53,1.07,0.39,191
Africa,OWID_AFR,2021-05-09,21460672,14917714,5554715,886452,374241,1.6,1.11,0.41,279
Africa,OWID_AFR,2021-05-10,21928053,15354074,5593434,467381,415634,1.64,1.15,0.42,310
Africa,OWID_AFR,2021-05-11,22359963,15703036,5635547,431910,434547,1.67,1.17,0.42,324
Africa,OWID_AFR,2021-05-12,23440227,16572893,5825417,1080264,551800,1.75,1.24,0.43,412
Africa,OWID_AFR,2021-05-13,23615656,16714121,5861453,175429,552090,1.76,1.25,0.44,412
Africa,OWID_AFR,2021-05-14,23796367,16844293,5914727,180711,490821,1.78,1.26,0.44,366
Africa,OWID_AFR,2021-05-15,24123799,17080645,5992103,327432,507083,1.8,1.27,0.45,378
Africa,OWID_AFR,2021-05-16,24157732,17112788,5994174,33933,385294,1.8,1.28,0.45,287
Africa,OWID_AFR,2021-05-17,24720857,17609986,6060101,563125,398972,1.84,1.31,0.45,298
Albania,ALB,2021-01-10,0,0,,,,0.0,0.0,,
Albania,ALB,2021-01-11,,,,,64,,,,22
Albania,ALB,2021-01-12,128,128,,,64,0.0,0.0,,22
Albania,ALB,2021-01-13,188,188,,60,63,0.01,0.01,,22
Albania,ALB,2021-01-14,266,266,,78,66,0.01,0.01,,23
Albania,ALB,2021-01-15,308,308,,42,62,0.01,0.01,,22
Albania,ALB,2021-01-16,369,369,,61,62,0.01,0.01,,22
Albania,ALB,2021-01-17,405,405,,36,58,0.01,0.01,,20
Albania,ALB,2021-01-18,447,447,,42,55,0.02,0.02,,19
Albania,ALB,2021-01-19,483,483,,36,51,0.02,0.02,,18
Albania,ALB,2021-01-20,519,519,,36,47,0.02,0.02,,16
Albania,ALB,2021-01-21,549,549,,30,40,0.02,0.02,,14
Albania,ALB,2021-01-22,,,,,34,,,,12
Albania,ALB,2021-01-23,,,,,26,,,,9
Albania,ALB,2021-01-24,,,,,21,,,,7
Albania,ALB,2021-01-25,,,,,15,,,,5
Albania,ALB,2021-01-26,,,,,9,,,,3
Albania,ALB,2021-01-27,,,,,4,,,,1
Albania,ALB,2021-01-28,,,,,0,,,,0
Albania,ALB,2021-01-29,,,,,0,,,,0
Albania,ALB,2021-01-30,,,,,0,,,,0
Albania,ALB,2021-01-31,,,,,0,,,,0
Albania,ALB,2021-02-01,,,,,0,,,,0
Albania,ALB,2021-02-02,550,549,1,,0,0.02,0.02,0.0,0
Albania,ALB,2021-02-03,,,,,12,,,,4
Albania,ALB,2021-02-04,,,,,24,,,,8
Albania,ALB,2021-02-05,,,,,35,,,,12
Albania,ALB,2021-02-06,,,,,47,,,,16
Albania,ALB,2021-02-07,,,,,59,,,,21
Albania,ALB,2021-02-08,,,,,71,,,,25
Albania,ALB,2021-02-09,1127,689,438,,82,0.04,0.02,0.02,28
Albania,ALB,2021-02-10,,,,,81,,,,28
Albania,ALB,2021-02-11,,,,,79,,,,27
Albania,ALB,2021-02-12,,,,,78,,,,27
Albania,ALB,2021-02-13,,,,,76,,,,26
Albania,ALB,2021-02-14,,,,,75,,,,26
Albania,ALB,2021-02-15,,,,,73,,,,25
Albania,ALB,2021-02-16,,,,,72,,,,25
Albania,ALB,2021-02-17,1701,1090,611,,72,0.06,0.04,0.02,25
Albania,ALB,2021-02-18,3049,2438,611,1348,254,0.11,0.08,0.02,88
Albania,ALB,2021-02-19,4177,,,1128,405,0.15,,,141
Albania,ALB,2021-02-20,,,,,516,,,,179
Albania,ALB,2021-02-21,,,,,627,,,,218
Albania,ALB,2021-02-22,6728,6073,655,,739,0.23,0.21,0.02,257
Albania,ALB,2021-02-23,,,,,891,,,,310
Albania,ALB,2021-02-24,,,,,1043,,,,362
Albania,ALB,2021-02-25,10135,,,,1012,0.35,,,352
Albania,ALB,2021-02-26,,,,,1000,,,,347
Albania,ALB,2021-02-27,,,,,1027,,,,357
Albania,ALB,2021-02-28,,,,,1054,,,,366
Albania,ALB,2021-03-01,14295,,,,1081,0.5,,,376
Albania,ALB,2021-03-02,,,,,1026,,,,357
Albania,ALB,2021-03-03,15793,,,,971,0.55,,,337
Albania,ALB,2021-03-04,,,,,927,,,,322
Albania,ALB,2021-03-05,,,,,897,,,,312
Albania,ALB,2021-03-06,,,,,867,,,,301
Albania,ALB,2021-03-07,,,,,838,,,,291
Albania,ALB,2021-03-08,,,,,808,,,,281
Albania,ALB,2021-03-09,,,,,820,,,,285
Albania,ALB,2021-03-10,21613,,,,831,0.75,,,289
Albania,ALB,2021-03-11,,,,,857,,,,298
Albania,ALB,2021-03-12,23635,,,,883,0.82,,,307
Albania,ALB,2021-03-13,,,,,1042,,,,362
Albania,ALB,2021-03-14,,,,,1201,,,,417
Albania,ALB,2021-03-15,,,,,1361,,,,473
Albania,ALB,2021-03-16,,,,,1520,,,,528
Albania,ALB,2021-03-17,33369,,,,1679,1.16,,,583
Albania,ALB,2021-03-18,,,,,1960,,,,681
Albania,ALB,2021-03-19,,,,,2240,,,,778
Albania,ALB,2021-03-20,,,,,2386,,,,829
Albania,ALB,2021-03-21,,,,,2533,,,,880
Albania,ALB,2021-03-22,48229,,,,2679,1.68,,,931
Albania,ALB,2021-03-23,51690,,,3461,2895,1.8,,,1006
Albania,ALB,2021-03-24,53992,,,2302,2946,1.88,,,1024
Albania,ALB,2021-03-25,59348,,,5356,3287,2.06,,,1142
Albania,ALB,2021-03-26,62248,,,2900,3276,2.16,,,1138
Albania,ALB,2021-03-27,64075,,,1827,3113,2.23,,,1082
Albania,ALB,2021-03-28,78000,,,13925,4678,2.71,,,1626
Albania,ALB,2021-03-29,,,,,7204,,,,2503
Albania,ALB,2021-03-30,119321,,,,9662,4.15,,,3357
Albania,ALB,2021-03-31,138846,,,19525,12122,4.82,,,4212
Albania,ALB,2021-04-01,155463,,,16617,13731,5.4,,,4771
Albania,ALB,2021-04-02,172486,,,17023,15748,5.99,,,5472
Albania,ALB,2021-04-03,185496,,,13010,17346,6.45,,,6028
Albania,ALB,2021-04-04,192882,,,7386,16412,6.7,,,5703
Albania,ALB,2021-04-05,206708,,,13826,15435,7.18,,,5363
Albania,ALB,2021-04-06,221588,,,14880,14610,7.7,,,5077
Albania,ALB,2021-04-07,232379,,,10791,13362,8.07,,,4643
Albania,ALB,2021-04-08,242542,,,10163,12440,8.43,,,4323
Albania,ALB,2021-04-09,250676,,,8134,11170,8.71,,,3881
Albania,ALB,2021-04-10,256810,,,6134,10188,8.92,,,3540
Albania,ALB,2021-04-11,,,,,9898,,,,3439
Albania,ALB,2021-04-12,267531,,,,8689,9.3,,,3019
Albania,ALB,2021-04-13,281216,,,13685,8518,9.77,,,2960
Albania,ALB,2021-04-14,,,,,8639,,,,3002
Albania,ALB,2021-04-15,304488,,,,8849,10.58,,,3075
Albania,ALB,2021-04-16,314622,,,10134,9135,10.93,,,3174
Albania,ALB,2021-04-17,324840,,,10218,9719,11.29,,,3377
Albania,ALB,2021-04-18,332905,,,8065,10105,11.57,,,3511
Albania,ALB,2021-04-19,345934,,,13029,11200,12.02,,,3892
Albania,ALB,2021-04-20,350000,,,4066,9826,12.16,,,3414
Albania,ALB,2021-04-21,372075,,,22075,11318,12.93,,,3933
Albania,ALB,2021-04-22,382998,,,10923,11216,13.31,,,3897
Albania,ALB,2021-04-23,391351,,,8353,10961,13.6,,,3809
Albania,ALB,2021-04-24,400064,,,8713,10746,13.9,,,3734
Albania,ALB,2021-04-25,,,,,10205,,,,3546
Albania,ALB,2021-04-26,408619,,,,8955,14.2,,,3112
Albania,ALB,2021-04-27,416855,,,8236,9551,14.49,,,3319
Albania,ALB,2021-04-28,433628,,,16773,8793,15.07,,,3055
Albania,ALB,2021-04-29,453248,,,19620,10036,15.75,,,3487
Albania,ALB,2021-04-30,476903,,,23655,12222,16.57,,,4247
Albania,ALB,2021-05-01,494028,,,17125,13423,17.17,,,4664
Albania,ALB,2021-05-02,,,,,14489,,,,5035
Albania,ALB,2021-05-03,517501,,,,15555,17.98,,,5405
Albania,ALB,2021-05-04,537387,,,19886,17219,18.67,,,5983
Albania,ALB,2021-05-05,556584,,,19197,17565,19.34,,,6104
Albania,ALB,2021-05-06,572226,,,15642,16997,19.88,,,5906
Albania,ALB,2021-05-07,585693,,,13467,15541,20.35,,,5400
Albania,ALB,2021-05-08,596766,,,11073,14677,20.74,,,5100
Albania,ALB,2021-05-09,600000,,,3234,13462,20.85,,,4678
Albania,ALB,2021-05-10,612959,,,12959,13637,21.3,,,4739
Albania,ALB,2021-05-11,622507,440921,181586,9548,12160,21.63,15.32,6.31,4225
Albania,ALB,2021-05-12,632676,444755,187921,10169,10870,21.98,15.45,6.53,3777
Albania,ALB,2021-05-13,638338,445402,192936,5662,9445,22.18,15.48,6.7,3282
Albania,ALB,2021-05-14,653330,448571,204759,14992,9662,22.7,15.59,7.12,3357
Albania,ALB,2021-05-15,,,,,9355,,,,3251
Albania,ALB,2021-05-16,,,,,10166,,,,3533
Albania,ALB,2021-05-17,680083,456980,223103,,9589,23.63,15.88,7.75,3332
Algeria,DZA,2021-01-29,0,,,,,0.0,,,
Algeria,DZA,2021-01-30,30,,,30,30,0.0,,,1
Algeria,DZA,2021-01-31,,,,,1889,,,,43
Algeria,DZA,2021-02-01,,,,,2509,,,,57
Algeria,DZA,2021-02-02,,,,,2819,,,,64
Algeria,DZA,2021-02-03,,,,,3005,,,,69
Algeria,DZA,2021-02-04,,,,,3129,,,,71
Algeria,DZA,2021-02-05,,,,,3217,,,,73
Algeria,DZA,2021-02-06,,,,,3748,,,,85
Algeria,DZA,2021-02-07,,,,,3748,,,,85
Algeria,DZA,2021-02-08,,,,,3748,,,,85
Algeria,DZA,2021-02-09,,,,,3748,,,,85
Algeria,DZA,2021-02-10,,,,,3748,,,,85
Algeria,DZA,2021-02-11,,,,,3748,,,,85
Algeria,DZA,2021-02-12,,,,,3748,,,,85
Algeria,DZA,2021-02-13,,,,,3748,,,,85
Algeria,DZA,2021-02-14,,,,,3748,,,,85
Algeria,DZA,2021-02-15,,,,,3748,,,,85
Algeria,DZA,2021-02-16,,,,,3748,,,,85
Algeria,DZA,2021-02-17,,,,,3748,,,,85
Algeria,DZA,2021-02-18,,,,,3748,,,,85
Algeria,DZA,2021-02-19,75000,,,,3748,0.17,,,85
Andorra,AND,2021-01-25,576,576,,,,0.75,0.75,,
Andorra,AND,2021-01-26,,,,,66,,,,854
Andorra,AND,2021-01-27,,,,,66,,,,854
Andorra,AND,2021-01-28,,,,,66,,,,854
Andorra,AND,2021-01-29,,,,,66,,,,854
Andorra,AND,2021-01-30,,,,,66,,,,854
Andorra,AND,2021-01-31,,,,,66,,,,854
Andorra,AND,2021-02-01,1036,1036,,,66,1.34,1.34,,854
Andorra,AND,2021-02-02,,,,,60,,,,777
Andorra,AND,2021-02-03,,,,,55,,,,712
Andorra,AND,2021-02-04,,,,,50,,,,647
Andorra,AND,2021-02-05,,,,,44,,,,569
Andorra,AND,2021-02-06,,,,,39,,,,505
Andorra,AND,2021-02-07,,,,,34,,,,440
Andorra,AND,2021-02-08,,,,,28,,,,362
Andorra,AND,2021-02-09,,,,,28,,,,362
Andorra,AND,2021-02-10,1291,1291,,,28,1.67,1.67,,362
Andorra,AND,2021-02-11,,,,,48,,,,621
